n_number,serial_number,mfr_mdl_code,mfr,model,model_family,is_production_model,year_mfr,type_registrant,state,region,country,last_action_date,cert_issue_date,airworth_date,type_aircraft,type_engine,status_code,fract_owner
345MJ,9761,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,9,CA,4,US,20240215,20240215,20240119,4,1,V,
345PK,2192,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,IN,C,US,20251201,20250806,20201029,4,1,V,
345TS,1569,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,IL,C,US,20230811,20191008,20050822,4,1,V,
345WL,8724,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,TX,2,US,20230909,20221026,20220706,4,1,V,
345WZ,5028,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,7,OH,C,US,20230526,20210707,20210420,4,1,V,
345X,1958,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,AL,7,US,20230902,20190904,20190724,4,1,V,
347A,1541,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,4,LA,2,US,20231020,20231020,20170510,4,1,V,
347CD,1360,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,4,OK,2,US,20230623,20121106,20050319,4,1,V,
347CP,3044,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,AZ,4,US,20230930,20230102,20080612,4,1,V,
347DB,0775,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2026,8,MN,C,US,20260209,,20260526,4,5,M,
347DC,1104,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,3,WY,S,US,20260211,20260211,20150806,4,1,V,
347EP,10688,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,MA,E,US,20250710,20250710,,4,1,V,
347JH,1009,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,1999,3,GA,7,US,20230919,20230919,20230929,4,1,V,
347LP,11082,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,GA,7,US,20260131,20260131,20251125,4,1,V,
347SR,2575,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,MN,C,US,20230701,20181210,20070625,4,1,V,
348AT,0023,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2010,3,NV,4,US,20241105,20241105,20101015,4,1,V,
348BW,11016,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,3,CA,4,US,20251125,20251125,20251026,4,1,V,
348CD,2389,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,IA,3,US,20230804,20220512,20070305,4,1,V,
348MW,0084,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2018,7,MI,C,US,20230401,20201106,20181102,4,5,V,
348SB,4824,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,1,,,,20240702,20240702,20190925,4,1,V,
348TS,3800,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,7,NJ,1,US,20230407,20111206,20111102,4,1,V,
349CD,1509,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2005,1,FL,7,US,20260205,20260205,20050412,4,1,V,
34AH,9783,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,CA,4,US,20250807,20250807,20240224,4,1,V,
34AL,1516,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,7,GA,7,US,20251231,20251231,20170330,4,1,V,
34AS,2686,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2021,4,NY,1,US,20230603,20210809,20210224,4,1,V,
34BJ,0822,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,,8,MN,C,US,20260519,,,4,5,M,
34CD,0148,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,1,TX,2,US,20230526,20180710,20020206,4,1,V,
34CK,9144,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,4,FL,7,US,20230531,20230531,20230325,4,1,V,
34DX,0736,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2026,7,CA,4,US,20260218,20260218,20260206,4,5,V,
34EF,10830,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,NJ,1,US,20250915,20250915,20250801,4,1,V,
34FR,9945,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,DE,1,US,20240625,20240625,20240510,4,1,V,
34SU,9504,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,5,UT,S,US,20231213,20231213,20231103,4,1,V,
34TG,0386,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,MT,S,US,20230122,20110525,20021115,4,1,V,
34TN,10713,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,3,DE,1,US,20251106,20251106,20250529,4,1,V,
34VJ,0410,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,7,NV,4,US,20250912,20250912,20221209,4,5,V,
34WG,0824,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,3,TN,3,US,20251018,20250324,20151019,4,1,V,
351CD,11184,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,,,,20260501,20260501,20260208,4,1,V,
351PK,10857,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,3,WI,C,US,20250922,20250922,20250812,4,1,V,
351SR,3571,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,MT,S,US,20230701,20181218,20091217,4,1,V,
351TW,10597,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,FL,7,US,20250612,20250612,20250405,4,1,V,
351VK,1905,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,NJ,1,US,20250116,20240216,20190417,4,1,V,
352KP,4845,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,FL,7,US,20230922,20191203,20191028,4,1,V,
352MB,11074,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,MS,2,US,20260306,20260122,20251118,4,1,V,
352MM,5096,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,7,NY,1,US,20230902,20220926,20211019,4,1,V,
352MR,1782,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,CO,S,US,20240823,20240823,20060124,4,1,V,
352MS,1802,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,1,NY,1,US,20230623,20181119,20070622,4,1,V,
352Q,10967,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,NC,1,US,20251118,20251118,20251004,4,1,V,
352RC,0186,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,DE,1,US,20240701,20240701,20020329,4,1,V,
352SR,2030,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,3,FL,7,US,20230526,20060809,20060629,4,1,V,
352WT,0005,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2010,7,FL,7,US,20230421,20120207,20100629,4,1,V,
353BC,1172,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2002,7,OH,C,US,20230909,20020327,20020208,4,1,V,
353CA,2088,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2011,7,CA,4,US,20241221,20241221,20110629,4,1,V,
353CD,1210,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,WI,C,US,20230804,20050103,20041207,4,1,V,
353CT,10732,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,CA,4,US,20251118,20250726,20250620,4,1,V,
353G,11136,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,4,CA,4,US,20260609,20260323,20260107,4,1,V,
353KS,10212,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,PA,1,US,20241104,20241104,20240925,4,1,V,
353PG,1115,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,NV,4,US,20230902,20160915,20041013,4,1,V,
354EM,2634,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,WA,S,US,20260304,20240917,20070813,4,1,V,
354FC,4875,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,NY,1,US,20231007,20200219,20200117,4,1,V,
354SN,1354,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2016,3,WA,S,US,20241118,20241118,20160602,4,1,V,
355GK,4799,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,FL,7,US,20230225,20230225,20190624,4,1,V,
355LT,8991,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,DE,1,US,20241213,20230120,20221220,4,1,V,
355MJ,3550,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,1,TX,2,US,20260423,20260423,20100722,4,1,V,
355MW,2554,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,3,TX,2,US,20230425,20230425,20070611,4,1,V,
355NE,3902,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2012,7,NE,3,US,20230915,20161115,20121220,4,1,V,
355PG,1499,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,7,FL,7,US,20230728,20220406,20170206,4,1,V,
355T,3311,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,MT,S,US,20240130,20240126,20081015,4,1,V,
355TF,11594,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20251224,,,4,1,M,
355TG,2158,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,AR,2,US,20230603,20210819,20060927,4,1,V,
355WT,4167,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,7,SD,C,US,20230909,20221011,20150123,4,1,V,
356,2308,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,GA,7,US,20240415,20240415,20210421,4,1,V,
356AB,11315,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2026,7,FL,7,US,20260726,20260726,20260428,4,1,V,
356CT,11085,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,CA,4,US,20260129,20260129,20251203,4,1,V,
356DK,1674,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,WV,1,US,20230603,20180829,20180130,4,1,V,
356HT,8980,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,SC,7,US,20240615,20240615,20221216,4,1,V,
356JP,1604,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,7,MA,E,US,20250221,20250221,20060117,4,1,V,
356LE,2652,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,GA,7,US,20230909,20221001,20070820,4,1,V,
356RK,3857,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2012,7,MD,1,US,20230414,20180105,20120608,4,1,V,
356SC,0256,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,4,CA,4,US,20230522,20230522,20111215,4,1,V,
356TT,4971,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,FL,7,US,20230421,20210208,20201119,4,1,V,
357BD,0618,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,CO,S,US,20250322,20190314,20131010,4,1,V,
357BM,1870,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,1,MO,3,US,20260709,20190327,20190213,4,1,V,
357CD,10793,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,WI,C,US,20250822,20250822,20250713,4,1,V,
357E,0650,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,1,NV,4,US,20260529,20240217,,4,1,V,
357GA,2070,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2010,7,PA,1,US,20230505,20210413,20101028,4,1,V,
357GK,10140,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,FL,7,US,20240917,20240917,20240812,4,1,V,
357JR,9108,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,FL,7,US,20230614,20230614,20230315,4,1,V,
357PG,0261,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,7,OR,S,US,20230610,20210911,20111222,4,1,V,
357PS,10546,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,OK,2,US,20250403,20250403,20250314,4,1,V,
357SB,2539,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2020,7,FL,7,US,20260225,20260225,20200210,4,1,V,
357X,1227,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2002,7,AZ,4,US,20230811,20220618,,4,1,V,
357YT,0558,0563277,CIRRUS DESIGN CORPORATION,SF50,Vision Jet,1,2024,7,MI,C,US,20260416,20260408,20240617,4,5,V,
358CD,0967,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,4,MI,C,US,20230603,20120817,20040608,4,1,V,Y
358FA,8752,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,KY,3,US,20230330,20230214,20220729,4,1,V,
358PK,8631,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,1,TX,2,US,20241221,20241221,20220502,4,1,V,
358TP,11648,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,8,MN,C,US,20260629,,,4,1,M,
359CD,1184,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,4,MI,C,US,20230304,20110722,20041118,4,1,V,Y
359CM,4434,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,7,IA,3,US,20240724,20211230,20161215,4,1,V,
359S,0072,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2001,7,NM,2,US,20230428,20180328,20010806,4,1,V,
359WY,2249,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2014,7,FL,7,US,20250912,20250912,20140409,4,1,V,
35EC,0883,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,DE,1,US,20251006,20191016,20040413,4,1,V,
35GM,0478,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,MN,C,US,20230929,20050317,20030312,4,1,V,
35GT,8641,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,FL,7,US,20230915,20221129,20220518,4,1,V,
35JK,0119,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,CA,4,US,20230811,20190626,20190524,4,5,V,
35JN,9804,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,PA,1,US,20250611,20241127,20240306,4,1,V,
35PT,2785,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2021,7,DE,1,US,20260219,20260219,20211213,4,1,V,
35SD,9937,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,7,NY,1,US,20250618,20250618,20240509,4,1,V,
35VJ,0416,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,7,FL,7,US,20260218,20260218,20221222,4,5,V,
35XP,3716,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,4,OH,C,US,20260210,20260210,20220831,4,1,V,
3600X,0491,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,WY,S,US,20260205,20260205,20130403,4,1,V,
360C,2562,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,DE,1,US,20251031,20091218,20070613,4,1,V,
360CD,3516,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,ID,S,US,20250520,20250520,20091211,4,1,V,
360DA,11121,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,3,DE,1,US,20260702,20260702,20260105,4,1,V,
360KK,10379,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,PA,1,US,20250123,20250123,20241221,4,1,V,
360LV,3272,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,LA,2,US,20240610,20240610,20240409,4,1,V,
360MB,10360,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,TX,2,US,20250128,20250128,20241212,4,1,V,
360SU,2525,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2019,5,OK,2,US,20230126,20200106,20191125,4,1,V,
360TP,11615,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20260603,,,4,1,M,
360VR,1744,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,CA,4,US,20230401,20201114,20180622,4,1,V,
360WL,0216,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,4,TX,2,US,20250822,20250822,20020507,4,1,V,
361GM,11290,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,1,FL,7,US,20260612,20260612,20260324,4,1,V,
361JB,1253,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,IL,C,US,20230930,20170104,20050105,4,1,V,
361KM,4212,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,1,WI,C,US,20230526,20150702,20150605,4,1,V,
361RD,10560,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,FL,7,US,20260221,20260221,20250318,4,1,V,
361TA,3325,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,IN,C,US,20260427,20260427,20081229,4,1,V,
362BS,0931,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2014,7,CA,4,US,20230401,20201130,20141228,4,1,V,
362BZ,9801,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,7,DE,1,US,20240527,20240527,20240417,4,1,V,
362CD,1392,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,TX,2,US,20240814,20240814,20050405,4,1,V,
362CP,3048,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,1,LA,2,US,20250421,20211211,20080615,4,1,V,
362HE,1263,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2002,3,KY,3,US,20230527,20230527,20021002,4,1,V,
362MD,4126,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2014,7,AZ,4,US,20240411,20240411,20140912,4,1,V,
362MM,1766,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2007,7,NY,1,US,20260715,20150528,20150430,4,1,V,
362SR,1999,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,WV,1,US,20230930,20200108,20060607,4,1,V,
363CT,4232,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,7,MN,C,US,20230512,20230512,20150810,4,1,V,
363DB,9124,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,3,FL,7,US,20250506,20250506,20250312,4,1,V,
363DF,10620,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,MT,S,US,20250603,20250603,20250420,4,1,V,
363KC,2457,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,3,DE,1,US,20251216,20251216,20211130,4,1,V,
363KK,3379,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,1,WA,S,US,20230903,20230903,20090914,4,1,V,
363PM,4368,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,WI,C,US,20230915,20221101,20160628,4,1,V,
363SC,1209,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,AZ,4,US,20230707,20220110,20041209,4,1,V,
363SR,2226,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,1,NJ,1,US,20260803,20260803,20061102,4,1,V,
363WH,1771,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,NE,3,US,20230926,20230926,20180820,4,1,V,
363WT,9290,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,MI,C,US,20230915,20230915,20230606,4,1,V,
365AF,8910,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,MA,E,US,20230809,20230309,20221229,4,1,V,
365AS,0143,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,FL,7,US,20250403,20240909,20190909,4,5,V,
365AT,9288,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,FL,7,US,20250121,20250121,20230611,4,1,V,
365CV,2148,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,CA,4,US,20260224,20260224,20200805,4,1,V,
365HG,1885,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,TN,3,US,20231014,20231014,20190313,4,1,V,
365JP,3010,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,FL,7,US,20250402,20200702,20080429,4,1,V,
365KA,3381,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,WI,C,US,20230122,20200610,20160624,4,1,V,
365KS,2465,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,CO,S,US,20250201,20220507,20211209,4,1,V,
365MB,4349,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,7,NJ,1,US,20230930,20200116,20160525,4,1,V,
365PM,3081,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,WY,S,US,20250403,20250403,20080619,4,1,V,
365S,9390,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,MT,S,US,20231026,20231026,20230828,4,1,V,
365ST,10922,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,GA,7,US,20251027,20251027,20250927,4,1,V,
365TC,8900,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,NC,1,US,20251014,20251014,20221030,4,1,V,
365TG,8618,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,MD,1,US,20230922,20221223,20220515,4,1,V,
365WD,4042,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2014,7,FL,7,US,20260130,20251202,20140214,4,1,V,
366CD,1369,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,OK,2,US,20230922,20191216,20050322,4,1,V,
366CP,3049,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,VA,1,US,20260722,20260722,20080708,4,1,V,
366DM,1625,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,1,WA,S,US,20260308,20260308,20051010,4,1,V,
366LD,4792,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,TN,3,US,20240520,20240520,20190531,4,1,V,
366LF,11495,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,3,UT,S,US,20260720,20260720,,4,1,V,
366PT,11075,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,NJ,1,US,20260127,20260127,20251123,4,1,V,
366TM,0225,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2020,3,TX,2,US,20230421,20210219,20201009,4,5,V,
367BM,1647,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,4,GA,7,US,20230721,20190323,20051021,4,1,V,
367CP,3050,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,1,CA,4,US,20250129,20250128,20080619,4,1,V,
367HM,4210,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,7,MA,E,US,20230519,20150624,20150626,4,1,V,
367KR,2162,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,AL,7,US,20230930,20230101,20061227,4,1,V,
367PT,3854,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2012,1,TX,2,US,20240502,20240502,20240529,4,1,V,
367TM,3590,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,MT,S,US,20230603,20210803,20091223,4,1,V,
368BM,0339,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,7,CO,S,US,20250908,20220907,20220217,4,5,V,
368CD,1071,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,3,DE,1,US,20230722,20220323,20040902,4,1,V,
368DM,2433,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,4,GA,7,US,20250102,20250102,20070405,4,1,V,
368FD,4858,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,FL,7,US,20230723,20210217,20191126,4,1,V,
368MW,2313,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,UT,S,US,20230512,20210513,20210430,4,1,V,
368RM,2163,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,MT,S,US,20260119,20260119,20200914,4,1,V,
368SP,11636,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,,8,MN,C,US,20260626,,,4,1,M,
368TT,9634,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,FL,7,US,20240124,20240124,20231227,4,1,V,
369AL,1552,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2005,3,NV,4,US,20250528,20250528,20050815,4,1,V,
369BE,0095,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,7,TX,2,US,20250723,20130304,20110223,4,1,V,
369CH,2665,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,FL,7,US,20250125,20250125,20260318,4,1,V,
369JD,3686,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2010,2,MN,C,US,20230304,20140722,20100927,4,1,V,
369PC,4916,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,OK,2,US,20230310,20200815,20200624,4,1,V,
369PS,11154,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2026,7,GA,7,US,20260320,20260320,20260117,4,1,V,
369SE,0846,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,GA,7,US,20230804,20160526,20040331,4,1,V,
369SF,3087,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,4,OH,C,US,20230824,20230510,20080623,4,1,V,
369ZD,10702,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,DE,1,US,20250708,20250708,20250522,4,1,V,
36BX,10599,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,8,MN,C,US,20260428,20260428,20250407,4,1,V,
36CK,2749,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2021,7,NH,E,US,20230815,20230815,20210825,4,1,V,
36CZ,10036,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,IN,C,US,20241123,20241123,20240709,4,1,V,
36GW,9551,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,3,FL,7,US,20231229,20231228,20231111,4,1,V,
36JH,1593,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,3,OR,S,US,20230818,20220729,20170522,4,1,V,
36LD,0245,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2020,7,NV,4,US,20250710,20210116,20201226,4,5,V,
36MR,4631,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2018,7,TX,2,US,20260506,20180620,20180419,4,1,V,
36MW,9877,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,MT,S,US,20240611,20240611,20240404,4,1,V,
36PL,1707,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,5,MI,C,US,20230512,20200415,20060809,4,1,V,
36SA,10447,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,4,CA,4,US,20250306,20250306,20250120,4,1,V,
370BM,1020,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,3,OR,S,US,20230804,20220506,20150420,4,1,V,
370G,0783,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,IL,C,US,20260711,20260711,20031219,4,1,V,
370JG,1123,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,MN,C,US,20240124,20240124,20041015,4,1,V,
370JR,9849,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,IA,3,US,20260214,20260214,20240325,4,1,V,
370SU,2615,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2020,5,OK,2,US,20260619,20201114,20200826,4,1,V,
371CD,1434,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,4,CA,4,US,20240822,20150107,20050509,4,1,V,
